factory_no,machine_no,part_no,serial_no,timestamp,status
5,1,a42CLDR,a42CLDR0156661582118444,1582118444,beta_engine
5,1,a42CLDR,a42CLDR0156661582148108,1582148108,beta_engine
5,1,a42CLDR,a42CLDR0156661582170892,1582170893,beta_engine
5,1,a42CLDR,a42CLDR0156661582177782,1582177782,beta_engine
5,1,a42CLDR,a42CLDR0156661582094719,1582094719,beta_engine
5,1,a42CLDR,a42CLDR0156661582186845,1582186845,beta_engine
5,1,a42CLDR,a42CLDR0156661582222053,1582222054,beta_engine
5,1,a42CLDR,a42CLDR0156661582245870,1582245871,beta_engine
5,1,a42CLDR,a42CLDR0156661582212188,1582212188,beta_engine
5,1,a42CLDR,a42CLDR0156661582204540,1582204540,beta_engine
5,1,a42CLDR,a42CLDR0156661582263162,1582263162,beta_engine
5,1,a42CLDR,a42CLDR0156661582263302,1582263303,beta_engine
5,1,a42CLDR,a42CLDR0156661582244284,1582244284,beta_engine
5,1,a42CLDR,a42CLDR0156661582249781,1582249782,beta_engine
5,1,a42CLDR,a42CLDR0156661582253968,1582253968,beta_engine
5,1,a42CLDR,a42CLDR0156661582220526,1582220527,beta_engine
5,1,a42CLDR,a42CLDR0156661582215493,1582215493,beta_engine
5,1,a42CLDR,a42CLDR0156661582206967,1582206967,beta_engine
5,1,a42CLDR,a42CLDR0156661582184080,1582184081,beta_engine
5,1,a42CLDR,a42CLDR0156661582212229,1582212229,beta_engine
5,1,a42CLDR,a42CLDR0156661582231067,1582231067,beta_engine
5,1,a42CLDR,a42CLDR0156661582243417,1582243418,beta_engine
5,1,a42CLDR,a42CLDR0156661582248024,1582248025,beta_engine
5,1,a42CLDR,a42CLDR0156661582210013,1582210013,beta_engine
5,1,a42CLDR,a42CLDR0156661582330003,1582330004,beta_engine
5,1,a42CLDR,a42CLDR0156661582323836,1582323836,beta_engine
5,1,a42CLDR,a42CLDR0156661582333332,1582333333,beta_engine
5,1,a42CLDR,a42CLDR0156661582265624,1582265625,beta_engine
5,1,a42CLDR,a42CLDR0156661582317037,1582317038,beta_engine
5,1,a42CLDR,a42CLDR0156661582299656,1582299657,beta_engine
5,1,a42CLDR,a42CLDR0156661582307471,1582307472,beta_engine
5,1,a42CLDR,a42CLDR0156661582272641,1582272641,beta_engine
5,1,a42CLDR,a42CLDR0156661582309396,1582309396,beta_engine
5,1,a42CLDR,a42CLDR0156661582350939,1582350940,beta_engine
5,1,a42CLDR,a42CLDR0156661582277610,1582277611,beta_engine
5,1,a42CLDR,a42CLDR0156661582300352,1582300352,beta_engine
5,1,a42CLDR,a42CLDR0156661582286878,1582286879,beta_engine
5,1,a42CLDR,a42CLDR0156661582340289,1582340290,beta_engine
5,1,a42CLDR,a42CLDR0156661582330426,1582330426,beta_engine
5,1,a42CLDR,a42CLDR0156661582302908,1582302909,beta_engine
5,1,a42CLDR,a42CLDR0156661582340879,1582340880,beta_engine
5,1,a42CLDR,a42CLDR0156661582336944,1582336944,beta_engine
5,1,a42CLDR,a42CLDR0156661582323865,1582323865,beta_engine
5,1,a42CLDR,a42CLDR0156661582414868,1582414868,beta_engine
5,1,a42CLDR,a42CLDR0156661582351539,1582351539,beta_engine
5,1,a42CLDR,a42CLDR0156661582400903,1582400903,beta_engine
5,1,a42CLDR,a42CLDR0156661582393068,1582393068,beta_engine
5,1,a42CLDR,a42CLDR0156661582372487,1582372487,beta_engine
5,1,a42CLDR,a42CLDR0156661582368689,1582368689,beta_engine
5,1,a42CLDR,a42CLDR0156661582394026,1582394027,beta_engine
5,1,a42CLDR,a42CLDR0156661582412829,1582412830,beta_engine
5,1,a42CLDR,a42CLDR0156661582381047,1582381048,beta_engine
5,1,a42CLDR,a42CLDR0156661582408656,1582408657,beta_engine
5,1,a42CLDR,a42CLDR0156661582396662,1582396663,beta_engine
5,1,a42CLDR,a42CLDR0156661582423363,1582423363,beta_engine
5,1,a42CLDR,a42CLDR0156661582387255,1582387255,beta_engine
5,1,a42CLDR,a42CLDR0156661582355578,1582355579,beta_engine
5,1,a42CLDR,a42CLDR0156661582411484,1582411484,beta_engine
5,1,a42CLDR,a42CLDR0156661582372437,1582372437,beta_engine
5,1,a42CLDR,a42CLDR0156661582355310,1582355311,beta_engine
5,1,a42CLDR,a42CLDR0156661582388964,1582388965,beta_engine
5,1,a42CLDR,a42CLDR0156661582425405,1582425405,beta_engine
5,1,a42CLDR,a42CLDR0156661582509044,1582509044,beta_engine
5,1,a42CLDR,a42CLDR0156661582518132,1582518132,beta_engine
5,1,a42CLDR,a42CLDR0156661582443407,1582443407,beta_engine
5,1,a42CLDR,a42CLDR0156661582487873,1582487873,beta_engine
5,1,a42CLDR,a42CLDR0156661582485185,1582485186,beta_engine
5,1,a42CLDR,a42CLDR0156661582484472,1582484473,beta_engine
5,1,a42CLDR,a42CLDR0156661582460428,1582460429,beta_engine
5,1,a42CLDR,a42CLDR0156661582490564,1582490564,beta_engine
5,1,a42CLDR,a42CLDR0156661582454072,1582454072,beta_engine
5,1,a42CLDR,a42CLDR0156661582462613,1582462613,beta_engine
5,1,a42CLDR,a42CLDR0156661582459125,1582459125,beta_engine
5,1,a42CLDR,a42CLDR0156661582464100,1582464101,beta_engine
5,1,a42CLDR,a42CLDR0156661582506047,1582506047,beta_engine
5,1,a42CLDR,a42CLDR0156661582465693,1582465693,beta_engine
5,1,a42CLDR,a42CLDR0156661582473767,1582473768,beta_engine
5,1,a42CLDR,a42CLDR0156661582503089,1582503089,beta_engine
5,1,a42CLDR,a42CLDR0156661582505411,1582505411,beta_engine
5,1,a42CLDR,a42CLDR0156661582522971,1582522971,beta_engine
5,1,a42CLDR,a42CLDR0156661582514267,1582514267,beta_engine
5,1,a42CLDR,a42CLDR0156661582566119,1582566119,beta_engine
5,1,a42CLDR,a42CLDR0156661582574105,1582574105,beta_engine
5,1,a42CLDR,a42CLDR0156661582598381,1582598382,beta_engine
5,1,a42CLDR,a42CLDR0156661582566103,1582566104,beta_engine
5,1,a42CLDR,a42CLDR0156661582557854,1582557855,beta_engine
5,1,a42CLDR,a42CLDR0156661582542265,1582542266,beta_engine
5,1,a42CLDR,a42CLDR0156661582531540,1582531541,beta_engine
5,1,a42CLDR,a42CLDR0156661582564671,1582564671,beta_engine
5,1,a42CLDR,a42CLDR0156661582601768,1582601768,beta_engine
5,1,a42CLDR,a42CLDR0156661582544537,1582544537,beta_engine
5,1,a42CLDR,a42CLDR0156661582559793,1582559793,beta_engine
5,1,a42CLDR,a42CLDR0156661582595900,1582595900,beta_engine
5,1,a42CLDR,a42CLDR0156661582575826,1582575826,beta_engine
5,1,a42CLDR,a42CLDR0156661582570012,1582570013,beta_engine
5,1,a42CLDR,a42CLDR0156661582609024,1582609025,beta_engine
5,1,a42CLDR,a42CLDR0156661582585703,1582585703,beta_engine
5,1,a42CLDR,a42CLDR0156661582537558,1582537558,beta_engine
5,1,a42CLDR,a42CLDR0156661582573602,1582573603,beta_engine
5,1,a42CLDR,a42CLDR0156661582539398,1582539399,beta_engine
5,1,a42CLDR,a42CLDR0156661582636018,1582636019,beta_engine
5,1,a42CLDR,a42CLDR0156661582691452,1582691452,beta_engine
5,1,a42CLDR,a42CLDR0156661582658403,1582658404,beta_engine
5,1,a42CLDR,a42CLDR0156661582659148,1582659148,beta_engine
5,1,a42CLDR,a42CLDR0156661582655206,1582655207,beta_engine
5,1,a42CLDR,a42CLDR0156661582693618,1582693619,beta_engine
5,1,a42CLDR,a42CLDR0156661582658595,1582658595,beta_engine
5,1,a42CLDR,a42CLDR0156661582679588,1582679588,beta_engine
5,1,a42CLDR,a42CLDR0156661582610448,1582610448,beta_engine
5,1,a42CLDR,a42CLDR0156661582624664,1582624664,beta_engine
5,1,a42CLDR,a42CLDR0156661582637282,1582637283,beta_engine
5,1,a42CLDR,a42CLDR0156661582618865,1582618866,beta_engine
5,1,a42CLDR,a42CLDR0156661582613841,1582613841,beta_engine
5,1,a42CLDR,a42CLDR0156661582614964,1582614964,beta_engine
5,1,a42CLDR,a42CLDR0156661582620669,1582620670,beta_engine
5,1,a42CLDR,a42CLDR0156661582647408,1582647408,beta_engine
5,1,a42CLDR,a42CLDR0156661582621333,1582621333,beta_engine
5,1,a42CLDR,a42CLDR0156661582614477,1582614478,beta_engine
5,1,a42CLDR,a42CLDR0156661582657651,1582657652,beta_engine
5,1,a42CLDR,a42CLDR0156661582745733,1582745734,beta_engine
5,1,a42CLDR,a42CLDR0156661582734131,1582734132,beta_engine
5,1,a42CLDR,a42CLDR0156661582722604,1582722605,beta_engine
5,1,a42CLDR,a42CLDR0156661582708846,1582708847,beta_engine
5,1,a42CLDR,a42CLDR0156661582715759,1582715759,beta_engine
5,1,a42CLDR,a42CLDR0156661582742841,1582742841,beta_engine
5,1,a42CLDR,a42CLDR0156661582762823,1582762823,beta_engine
5,1,a42CLDR,a42CLDR0156661582726286,1582726286,beta_engine
5,1,a42CLDR,a42CLDR0156661582761238,1582761239,beta_engine
5,1,a42CLDR,a42CLDR0156661582722810,1582722811,beta_engine
5,1,a42CLDR,a42CLDR0156661582780471,1582780472,beta_engine
5,1,a42CLDR,a42CLDR0156661582701464,1582701464,beta_engine
5,1,a42CLDR,a42CLDR0156661582756385,1582756385,beta_engine
5,1,a42CLDR,a42CLDR0156661582725008,1582725008,beta_engine
5,1,a42CLDR,a42CLDR0156661582755980,1582755980,beta_engine
5,1,a42CLDR,a42CLDR0156661582700195,1582700196,beta_engine
5,1,a42CLDR,a42CLDR0156661582700182,1582700183,beta_engine
5,1,a42CLDR,a42CLDR0156661582725655,1582725655,beta_engine
5,1,a42CLDR,a42CLDR0156661582765842,1582765843,beta_engine
5,1,a42CLDR,a42CLDR0156661582843700,1582843700,beta_engine
5,1,a42CLDR,a42CLDR0156661582788512,1582788512,beta_engine
5,1,a42CLDR,a42CLDR0156661582827053,1582827053,beta_engine
5,1,a42CLDR,a42CLDR0156661582851820,1582851821,beta_engine
5,1,a42CLDR,a42CLDR0156661582800198,1582800199,beta_engine
5,1,a42CLDR,a42CLDR0156661582790278,1582790279,beta_engine
5,1,a42CLDR,a42CLDR0156661582811617,1582811617,beta_engine
5,1,a42CLDR,a42CLDR0156661582836581,1582836581,beta_engine
5,1,a42CLDR,a42CLDR0156661582850767,1582850768,beta_engine
5,1,a42CLDR,a42CLDR0156661582834010,1582834010,beta_engine
5,1,a42CLDR,a42CLDR0156661582787682,1582787682,beta_engine
5,1,a42CLDR,a42CLDR0156661582813652,1582813653,beta_engine
5,1,a42CLDR,a42CLDR0156661582859877,1582859877,beta_engine
5,1,a42CLDR,a42CLDR0156661582795693,1582795694,beta_engine
5,1,a42CLDR,a42CLDR0156661582823735,1582823735,beta_engine
5,1,a42CLDR,a42CLDR0156661582847929,1582847929,beta_engine
5,1,a42CLDR,a42CLDR0156661582822342,1582822343,beta_engine
5,1,a42CLDR,a42CLDR0156661582857865,1582857866,beta_engine
5,1,a42CLDR,a42CLDR0156661582827604,1582827605,beta_engine
5,1,a42CLDR,a42CLDR0156661582885712,1582885712,beta_engine
5,1,a42CLDR,a42CLDR0156661582926035,1582926035,beta_engine
5,1,a42CLDR,a42CLDR0156661582897772,1582897773,beta_engine
5,1,a42CLDR,a42CLDR0156661582939995,1582939995,beta_engine
5,1,a42CLDR,a42CLDR0156661582870583,1582870583,beta_engine
5,1,a42CLDR,a42CLDR0156661582940277,1582940278,beta_engine
5,1,a42CLDR,a42CLDR0156661582886610,1582886610,beta_engine
5,1,a42CLDR,a42CLDR0156661582932471,1582932471,beta_engine
5,1,a42CLDR,a42CLDR0156661582941298,1582941298,beta_engine
5,1,a42CLDR,a42CLDR0156661582892350,1582892350,beta_engine
5,1,a42CLDR,a42CLDR0156661582955923,1582955923,beta_engine
5,1,a42CLDR,a42CLDR0156661582921780,1582921780,beta_engine
5,1,a42CLDR,a42CLDR0156661582878941,1582878941,beta_engine
5,1,a42CLDR,a42CLDR0156661582897797,1582897798,beta_engine
5,1,a42CLDR,a42CLDR0156661582950469,1582950470,beta_engine
5,1,a42CLDR,a42CLDR0156661582930614,1582930614,beta_engine
5,1,a42CLDR,a42CLDR0156661582949285,1582949285,beta_engine
5,1,a42CLDR,a42CLDR0156661582935127,1582935128,beta_engine
5,1,a42CLDR,a42CLDR0156661582942243,1582942243,beta_engine
5,1,a42CLDR,a42CLDR0156661583011205,1583011205,beta_engine
5,1,a42CLDR,a42CLDR0156661583040722,1583040722,beta_engine
5,1,a42CLDR,a42CLDR0156661583014288,1583014288,beta_engine
5,1,a42CLDR,a42CLDR0156661583016780,1583016780,beta_engine
5,1,a42CLDR,a42CLDR0156661583010131,1583010132,beta_engine
5,1,a42CLDR,a42CLDR0156661582982638,1582982639,beta_engine
5,1,a42CLDR,a42CLDR0156661583029770,1583029770,beta_engine
5,1,a42CLDR,a42CLDR0156661582957987,1582957987,beta_engine
5,1,a42CLDR,a42CLDR0156661582986371,1582986371,beta_engine
5,1,a42CLDR,a42CLDR0156661583032047,1583032047,beta_engine
5,1,a42CLDR,a42CLDR0156661583014242,1583014242,beta_engine
5,1,a42CLDR,a42CLDR0156661583016627,1583016628,beta_engine
5,1,a42CLDR,a42CLDR0156661582969822,1582969823,beta_engine
5,1,a42CLDR,a42CLDR0156661582982354,1582982354,beta_engine
5,1,a42CLDR,a42CLDR0156661583019952,1583019952,beta_engine
5,1,a42CLDR,a42CLDR0156661582985641,1582985642,beta_engine
5,1,a42CLDR,a42CLDR0156661582973427,1582973427,beta_engine
5,1,a42CLDR,a42CLDR0156661583041667,1583041668,beta_engine
5,1,a42CLDR,a42CLDR0156661583029471,1583029471,beta_engine
5,1,a42CLDR,a42CLDR0156661583078417,1583078418,beta_engine
5,1,a42CLDR,a42CLDR0156661583055979,1583055979,beta_engine
5,1,a42CLDR,a42CLDR0156661583045293,1583045294,beta_engine
5,1,a42CLDR,a42CLDR0156661583051602,1583051603,beta_engine
5,1,a42CLDR,a42CLDR0156661583107636,1583107636,beta_engine
5,1,a42CLDR,a42CLDR0156661583070387,1583070387,beta_engine
5,1,a42CLDR,a42CLDR0156661583127190,1583127191,beta_engine
5,1,a42CLDR,a42CLDR0156661583071809,1583071809,beta_engine
5,1,a42CLDR,a42CLDR0156661583059791,1583059792,beta_engine
5,1,a42CLDR,a42CLDR0156661583105933,1583105934,beta_engine
5,1,a42CLDR,a42CLDR0156661583125415,1583125415,beta_engine
5,1,a42CLDR,a42CLDR0156661583114893,1583114894,beta_engine
5,1,a42CLDR,a42CLDR0156661583071001,1583071002,beta_engine
5,1,a42CLDR,a42CLDR0156661583094016,1583094016,beta_engine
5,1,a42CLDR,a42CLDR0156661583075296,1583075296,beta_engine
5,1,a42CLDR,a42CLDR0156661583125262,1583125262,beta_engine
5,1,a42CLDR,a42CLDR0156661583042773,1583042773,beta_engine
5,1,a42CLDR,a42CLDR0156661583109489,1583109490,beta_engine
5,1,a42CLDR,a42CLDR0156661583105407,1583105408,beta_engine
5,1,a42CLDR,a42CLDR0156661583140666,1583140666,beta_engine
5,1,a42CLDR,a42CLDR0156661583206632,1583206633,beta_engine
5,1,a42CLDR,a42CLDR0156661583146841,1583146842,beta_engine
5,1,a42CLDR,a42CLDR0156661583146622,1583146623,beta_engine
5,1,a42CLDR,a42CLDR0156661583157037,1583157038,beta_engine
5,1,a42CLDR,a42CLDR0156661583191021,1583191021,beta_engine
5,1,a42CLDR,a42CLDR0156661583133690,1583133691,beta_engine
5,1,a42CLDR,a42CLDR0156661583143623,1583143624,beta_engine
5,1,a42CLDR,a42CLDR0156661583139023,1583139024,beta_engine
5,1,a42CLDR,a42CLDR0156661583205043,1583205044,beta_engine
5,1,a42CLDR,a42CLDR0156661583214856,1583214856,beta_engine
5,1,a42CLDR,a42CLDR0156661583195903,1583195903,beta_engine
5,1,a42CLDR,a42CLDR0156661583150204,1583150204,beta_engine
5,1,a42CLDR,a42CLDR0156661583174752,1583174753,beta_engine
5,1,a42CLDR,a42CLDR0156661583177540,1583177541,beta_engine
5,1,a42CLDR,a42CLDR0156661583202188,1583202189,beta_engine
5,1,a42CLDR,a42CLDR0156661583193827,1583193827,beta_engine
5,1,a42CLDR,a42CLDR0156661583173553,1583173554,beta_engine
5,1,a42CLDR,a42CLDR0156661583197917,1583197917,beta_engine
5,1,a42CLDR,a42CLDR0156661583220315,1583220316,beta_engine
5,1,a42CLDR,a42CLDR0156661583241991,1583241991,beta_engine
5,1,a42CLDR,a42CLDR0156661583268615,1583268616,beta_engine
5,1,a42CLDR,a42CLDR0156661583261593,1583261593,beta_engine
5,1,a42CLDR,a42CLDR0156661583245846,1583245846,beta_engine
5,1,a42CLDR,a42CLDR0156661583276098,1583276099,beta_engine
5,1,a42CLDR,a42CLDR0156661583275413,1583275413,beta_engine
5,1,a42CLDR,a42CLDR0156661583235432,1583235433,beta_engine
5,1,a42CLDR,a42CLDR0156661583216672,1583216672,beta_engine
5,1,a42CLDR,a42CLDR0156661583278538,1583278539,beta_engine
5,1,a42CLDR,a42CLDR0156661583281993,1583281994,beta_engine
5,1,a42CLDR,a42CLDR0156661583253731,1583253732,beta_engine
5,1,a42CLDR,a42CLDR0156661583258542,1583258543,beta_engine
5,1,a42CLDR,a42CLDR0156661583224012,1583224013,beta_engine
5,1,a42CLDR,a42CLDR0156661583296902,1583296903,beta_engine
5,1,a42CLDR,a42CLDR0156661583265214,1583265214,beta_engine
5,1,a42CLDR,a42CLDR0156661583221934,1583221935,beta_engine
5,1,a42CLDR,a42CLDR0156661583296037,1583296037,beta_engine
5,1,a42CLDR,a42CLDR0156661583286978,1583286979,beta_engine
5,1,a42CLDR,a42CLDR0156661583312771,1583312772,beta_engine
5,1,a42CLDR,a42CLDR0156661583372891,1583372891,beta_engine
5,1,a42CLDR,a42CLDR0156661583301958,1583301958,beta_engine
5,1,a42CLDR,a42CLDR0156661583387690,1583387691,beta_engine
5,1,a42CLDR,a42CLDR0156661583376094,1583376095,beta_engine
5,1,a42CLDR,a42CLDR0156661583361687,1583361687,beta_engine
5,1,a42CLDR,a42CLDR0156661583365909,1583365909,beta_engine
5,1,a42CLDR,a42CLDR0156661583376785,1583376786,beta_engine
5,1,a42CLDR,a42CLDR0156661583361811,1583361812,beta_engine
5,1,a42CLDR,a42CLDR0156661583349951,1583349951,beta_engine
5,1,a42CLDR,a42CLDR0156661583362072,1583362072,beta_engine
5,1,a42CLDR,a42CLDR0156661583316466,1583316466,beta_engine
5,1,a42CLDR,a42CLDR0156661583380821,1583380822,beta_engine
5,1,a42CLDR,a42CLDR0156661583373169,1583373169,beta_engine
5,1,a42CLDR,a42CLDR0156661583304757,1583304758,beta_engine
5,1,a42CLDR,a42CLDR0156661583346077,1583346078,beta_engine
5,1,a42CLDR,a42CLDR0156661583353536,1583353537,beta_engine
5,1,a42CLDR,a42CLDR0156661583301836,1583301837,beta_engine
5,1,a42CLDR,a42CLDR0156661583359871,1583359872,beta_engine
5,1,a42CLDR,a42CLDR0156661583430430,1583430430,beta_engine
5,1,a42CLDR,a42CLDR0156661583439094,1583439095,beta_engine
5,1,a42CLDR,a42CLDR0156661583430301,1583430302,beta_engine
5,1,a42CLDR,a42CLDR0156661583404224,1583404225,beta_engine
5,1,a42CLDR,a42CLDR0156661583455594,1583455594,beta_engine
5,1,a42CLDR,a42CLDR0156661583455668,1583455669,beta_engine
5,1,a42CLDR,a42CLDR0156661583397730,1583397730,beta_engine
5,1,a42CLDR,a42CLDR0156661583390520,1583390521,beta_engine
5,1,a42CLDR,a42CLDR0156661583443701,1583443702,beta_engine
5,1,a42CLDR,a42CLDR0156661583467613,1583467613,beta_engine
5,1,a42CLDR,a42CLDR0156661583460739,1583460740,beta_engine
5,1,a42CLDR,a42CLDR0156661583407856,1583407856,beta_engine
5,1,a42CLDR,a42CLDR0156661583470073,1583470073,beta_engine
5,1,a42CLDR,a42CLDR0156661583466795,1583466795,beta_engine
5,1,a42CLDR,a42CLDR0156661583405218,1583405218,beta_engine
5,1,a42CLDR,a42CLDR0156661583422655,1583422656,beta_engine
5,1,a42CLDR,a42CLDR0156661583417099,1583417099,beta_engine
5,1,a42CLDR,a42CLDR0156661583442275,1583442275,beta_engine
5,1,a42CLDR,a42CLDR0156661583464565,1583464566,beta_engine
5,1,a42CLDR,a42CLDR0156661583482495,1583482496,beta_engine
5,1,a42CLDR,a42CLDR0156661583558987,1583558988,beta_engine
5,1,a42CLDR,a42CLDR0156661583526649,1583526649,beta_engine
5,1,a42CLDR,a42CLDR0156661583494723,1583494723,beta_engine
5,1,a42CLDR,a42CLDR0156661583541727,1583541727,beta_engine
5,1,a42CLDR,a42CLDR0156661583487398,1583487399,beta_engine
5,1,a42CLDR,a42CLDR0156661583541817,1583541817,beta_engine
5,1,a42CLDR,a42CLDR0156661583516404,1583516405,beta_engine
5,1,a42CLDR,a42CLDR0156661583492720,1583492721,beta_engine
5,1,a42CLDR,a42CLDR0156661583524274,1583524275,beta_engine
5,1,a42CLDR,a42CLDR0156661583517481,1583517482,beta_engine
5,1,a42CLDR,a42CLDR0156661583517900,1583517900,beta_engine
5,1,a42CLDR,a42CLDR0156661583504443,1583504444,beta_engine
5,1,a42CLDR,a42CLDR0156661583552265,1583552265,beta_engine
5,1,a42CLDR,a42CLDR0156661583497561,1583497562,beta_engine
5,1,a42CLDR,a42CLDR0156661583537841,1583537841,beta_engine
5,1,a42CLDR,a42CLDR0156661583491529,1583491529,beta_engine
5,1,a42CLDR,a42CLDR0156661583491393,1583491393,beta_engine
5,1,a42CLDR,a42CLDR0156661583497195,1583497196,beta_engine
5,1,a42CLDR,a42CLDR0156661583618405,1583618405,beta_engine
5,1,a42CLDR,a42CLDR0156661583587324,1583587324,beta_engine
5,1,a42CLDR,a42CLDR0156661583627067,1583627067,beta_engine
5,1,a42CLDR,a42CLDR0156661583566158,1583566158,beta_engine
5,1,a42CLDR,a42CLDR0156661583587812,1583587812,beta_engine
5,1,a42CLDR,a42CLDR0156661583630085,1583630086,beta_engine
5,1,a42CLDR,a42CLDR0156661583568974,1583568974,beta_engine
5,1,a42CLDR,a42CLDR0156661583617689,1583617689,beta_engine
5,1,a42CLDR,a42CLDR0156661583632175,1583632176,beta_engine
5,1,a42CLDR,a42CLDR0156661583621840,1583621840,beta_engine
5,1,a42CLDR,a42CLDR0156661583634171,1583634172,beta_engine
5,1,a42CLDR,a42CLDR0156661583582254,1583582255,beta_engine
5,1,a42CLDR,a42CLDR0156661583592681,1583592681,beta_engine
5,1,a42CLDR,a42CLDR0156661583593231,1583593232,beta_engine
5,1,a42CLDR,a42CLDR0156661583599642,1583599643,beta_engine
5,1,a42CLDR,a42CLDR0156661583629541,1583629541,beta_engine
5,1,a42CLDR,a42CLDR0156661583631025,1583631026,beta_engine
5,1,a42CLDR,a42CLDR0156661583610551,1583610551,beta_engine
5,1,a42CLDR,a42CLDR0156661583606291,1583606292,beta_engine
5,1,a42CLDR,a42CLDR0156661583683915,1583683915,beta_engine
5,1,a42CLDR,a42CLDR0156661583696051,1583696051,beta_engine
5,1,a42CLDR,a42CLDR0156661583677149,1583677150,beta_engine
5,1,a42CLDR,a42CLDR0156661583724979,1583724980,beta_engine
5,1,a42CLDR,a42CLDR0156661583668435,1583668435,beta_engine
5,1,a42CLDR,a42CLDR0156661583727307,1583727307,beta_engine
5,1,a42CLDR,a42CLDR0156661583726706,1583726706,beta_engine
5,1,a42CLDR,a42CLDR0156661583672662,1583672663,beta_engine
5,1,a42CLDR,a42CLDR0156661583666708,1583666708,beta_engine
5,1,a42CLDR,a42CLDR0156661583681911,1583681912,beta_engine
5,1,a42CLDR,a42CLDR0156661583720498,1583720499,beta_engine
5,1,a42CLDR,a42CLDR0156661583693533,1583693534,beta_engine
5,1,a42CLDR,a42CLDR0156661583672588,1583672588,beta_engine
5,1,a42CLDR,a42CLDR0156661583663530,1583663530,beta_engine
5,1,a42CLDR,a42CLDR0156661583693995,1583693995,beta_engine
5,1,a42CLDR,a42CLDR0156661583686543,1583686543,beta_engine
5,1,a42CLDR,a42CLDR0156661583718279,1583718279,beta_engine
5,1,a42CLDR,a42CLDR0156661583697949,1583697949,beta_engine
5,1,a42CLDR,a42CLDR0156661583666947,1583666947,beta_engine
5,1,a42CLDR,a42CLDR0156661583799151,1583799152,beta_engine
5,1,a42CLDR,a42CLDR0156661583755246,1583755246,beta_engine
5,1,a42CLDR,a42CLDR0156661583776113,1583776113,beta_engine
5,1,a42CLDR,a42CLDR0156661583775865,1583775865,beta_engine
5,1,a42CLDR,a42CLDR0156661583791714,1583791714,beta_engine
5,1,a42CLDR,a42CLDR0156661583741674,1583741675,beta_engine
5,1,a42CLDR,a42CLDR0156661583797206,1583797206,beta_engine
5,1,a42CLDR,a42CLDR0156661583765322,1583765323,beta_engine
5,1,a42CLDR,a42CLDR0156661583756332,1583756333,beta_engine
5,1,a42CLDR,a42CLDR0156661583739644,1583739644,beta_engine
5,1,a42CLDR,a42CLDR0156661583815428,1583815429,beta_engine
5,1,a42CLDR,a42CLDR0156661583795619,1583795620,beta_engine
5,1,a42CLDR,a42CLDR0156661583807458,1583807459,beta_engine
5,1,a42CLDR,a42CLDR0156661583774307,1583774308,beta_engine
5,1,a42CLDR,a42CLDR0156661583760992,1583760992,beta_engine
5,1,a42CLDR,a42CLDR0156661583737670,1583737671,beta_engine
5,1,a42CLDR,a42CLDR0156661583783683,1583783683,beta_engine
5,1,a42CLDR,a42CLDR0156661583752673,1583752673,beta_engine
5,1,a42CLDR,a42CLDR0156661583792922,1583792923,beta_engine
5,1,a42CLDR,a42CLDR0156661583858904,1583858905,beta_engine
5,1,a42CLDR,a42CLDR0156661583839370,1583839370,beta_engine
5,1,a42CLDR,a42CLDR0156661583884707,1583884707,beta_engine
5,1,a42CLDR,a42CLDR0156661583872398,1583872399,beta_engine
5,1,a42CLDR,a42CLDR0156661583885705,1583885705,beta_engine
5,1,a42CLDR,a42CLDR0156661583830854,1583830855,beta_engine
5,1,a42CLDR,a42CLDR0156661583859700,1583859700,beta_engine
5,1,a42CLDR,a42CLDR0156661583875805,1583875806,beta_engine
5,1,a42CLDR,a42CLDR0156661583850968,1583850969,beta_engine
5,1,a42CLDR,a42CLDR0156661583899708,1583899709,beta_engine
5,1,a42CLDR,a42CLDR0156661583888432,1583888433,beta_engine
5,1,a42CLDR,a42CLDR0156661583892110,1583892110,beta_engine
5,1,a42CLDR,a42CLDR0156661583840781,1583840782,beta_engine
5,1,a42CLDR,a42CLDR0156661583870629,1583870630,beta_engine
5,1,a42CLDR,a42CLDR0156661583898183,1583898184,beta_engine
5,1,a42CLDR,a42CLDR0156661583884631,1583884632,beta_engine
5,1,a42CLDR,a42CLDR0156661583852535,1583852536,beta_engine
5,1,a42CLDR,a42CLDR0156661583825438,1583825438,beta_engine
5,1,a42CLDR,a42CLDR0156661583869247,1583869248,beta_engine
5,1,a42CLDR,a42CLDR0156661583921848,1583921848,beta_engine
5,1,a42CLDR,a42CLDR0156661583972953,1583972954,beta_engine
5,1,a42CLDR,a42CLDR0156661583964536,1583964537,beta_engine
5,1,a42CLDR,a42CLDR0156661583903916,1583903917,beta_engine
5,1,a42CLDR,a42CLDR0156661583934200,1583934200,beta_engine
5,1,a42CLDR,a42CLDR0156661583987885,1583987886,beta_engine
5,1,a42CLDR,a42CLDR0156661583910116,1583910117,beta_engine
5,1,a42CLDR,a42CLDR0156661583904485,1583904485,beta_engine
5,1,a42CLDR,a42CLDR0156661583984547,1583984548,beta_engine
5,1,a42CLDR,a42CLDR0156661583927341,1583927341,beta_engine
5,1,a42CLDR,a42CLDR0156661583939689,1583939689,beta_engine
5,1,a42CLDR,a42CLDR0156661583913497,1583913498,beta_engine
5,1,a42CLDR,a42CLDR0156661583957423,1583957424,beta_engine
5,1,a42CLDR,a42CLDR0156661583938372,1583938372,beta_engine
