factory_no,machine_no,part_no,serial_no,timestamp
1,9,i42CLDR,i42CLDR0116661585179831,1585179831.8142211
1,10,j42CLDR,j42CLDR0116661585195494,1585195494.6067033
2,1,a42CLDR,a42CLDR0126661585146429,1585146429.2167113
2,1,a42CLDR,a42CLDR0126661585117980,1585117980.3201063
2,2,b42CLDR,b42CLDR0126661585160053,1585160053.1994758
2,2,b42CLDR,b42CLDR0126661585197967,1585197967.2672982
2,3,c42CLDR,c42CLDR0126661585184898,1585184898.872681
2,3,c42CLDR,c42CLDR0126661585183437,1585183437.6856477
2,4,d42CLDR,d42CLDR0126661585163825,1585163825.6558292
2,4,d42CLDR,d42CLDR0126661585157291,1585157291.457255
2,5,e42CLDR,e42CLDR0126661585138257,1585138257.1642911
2,5,e42CLDR,e42CLDR0126661585149093,1585149093.7777867
2,6,f42CLDR,f42CLDR0126661585148347,1585148347.099461
2,6,f42CLDR,f42CLDR0126661585192981,1585192981.346645
2,7,g42CLDR,g42CLDR0126661585172314,1585172314.7123675
2,7,g42CLDR,g42CLDR0126661585193609,1585193609.26174
2,8,h42CLDR,h42CLDR0126661585125634,1585125634.7494547
2,8,h42CLDR,h42CLDR0126661585181827,1585181827.1756313
2,9,i42CLDR,i42CLDR0126661585175823,1585175823.6422353
2,9,i42CLDR,i42CLDR0126661585198552,1585198552.4576743
2,10,j42CLDR,j42CLDR0126661585128190,1585128190.9810567
2,10,j42CLDR,j42CLDR0126661585137087,1585137087.770073
3,1,a42CLDR,a42CLDR0136661585161072,1585161072.0026176
3,2,b42CLDR,b42CLDR0136661585139254,1585139254.6675584
3,3,c42CLDR,c42CLDR0136661585130385,1585130385.178001
3,4,d42CLDR,d42CLDR0136661585155607,1585155607.1379104
3,5,e42CLDR,e42CLDR0136661585125836,1585125836.3391156
3,6,f42CLDR,f42CLDR0136661585165214,1585165214.759096
3,7,g42CLDR,g42CLDR0136661585164443,1585164443.4270132
3,8,h42CLDR,h42CLDR0136661585147641,1585147641.3486881
3,9,i42CLDR,i42CLDR0136661585179240,1585179240.8414676
3,10,j42CLDR,j42CLDR0136661585180814,1585180814.3233297
4,1,a42CLDR,a42CLDR0146661585160664,1585160664.3760211
4,1,a42CLDR,a42CLDR0146661585195032,1585195032.6694884
4,1,a42CLDR,a42CLDR0146661585182576,1585182576.541053
4,1,a42CLDR,a42CLDR0146661585193115,1585193115.2538426
4,1,a42CLDR,a42CLDR0146661585146200,1585146200.4345026
4,2,b42CLDR,b42CLDR0146661585112425,1585112425.1312635
4,2,b42CLDR,b42CLDR0146661585141306,1585141306.645876
4,2,b42CLDR,b42CLDR0146661585173156,1585173156.1535223
4,2,b42CLDR,b42CLDR0146661585170833,1585170833.5260203
4,2,b42CLDR,b42CLDR0146661585161870,1585161870.7733893
4,3,c42CLDR,c42CLDR0146661585167063,1585167063.3984728
4,3,c42CLDR,c42CLDR0146661585168617,1585168617.1307626
4,3,c42CLDR,c42CLDR0146661585117434,1585117434.5100446
4,3,c42CLDR,c42CLDR0146661585198543,1585198543.6157799
4,3,c42CLDR,c42CLDR0146661585144207,1585144207.838084
4,4,d42CLDR,d42CLDR0146661585114832,1585114832.429562
4,4,d42CLDR,d42CLDR0146661585148160,1585148160.5368042
4,4,d42CLDR,d42CLDR0146661585183426,1585183426.225637
4,4,d42CLDR,d42CLDR0146661585122573,1585122573.9475203
4,4,d42CLDR,d42CLDR0146661585120384,1585120384.627803
4,5,e42CLDR,e42CLDR0146661585194086,1585194086.0796742
4,5,e42CLDR,e42CLDR0146661585191649,1585191649.4681985
4,5,e42CLDR,e42CLDR0146661585163961,1585163961.4621239
4,5,e42CLDR,e42CLDR0146661585130489,1585130489.6950402
4,5,e42CLDR,e42CLDR0146661585117199,1585117199.783151
4,6,f42CLDR,f42CLDR0146661585121044,1585121044.636146
4,6,f42CLDR,f42CLDR0146661585117203,1585117203.4045777
4,6,f42CLDR,f42CLDR0146661585144392,1585144392.9257796
4,6,f42CLDR,f42CLDR0146661585145797,1585145797.2215872
4,6,f42CLDR,f42CLDR0146661585137294,1585137294.6173596
4,7,g42CLDR,g42CLDR0146661585196219,1585196219.8373625
4,7,g42CLDR,g42CLDR0146661585159201,1585159201.7911973
4,7,g42CLDR,g42CLDR0146661585184661,1585184661.2184017
4,7,g42CLDR,g42CLDR0146661585113787,1585113787.0143178
4,7,g42CLDR,g42CLDR0146661585150854,1585150854.2819204
4,8,h42CLDR,h42CLDR0146661585155906,1585155906.9376078
4,8,h42CLDR,h42CLDR0146661585177962,1585177962.578447
4,8,h42CLDR,h42CLDR0146661585158763,1585158763.7290127
4,8,h42CLDR,h42CLDR0146661585171014,1585171014.7750688
4,8,h42CLDR,h42CLDR0146661585182276,1585182276.5710466
4,9,i42CLDR,i42CLDR0146661585126109,1585126109.9466293
4,9,i42CLDR,i42CLDR0146661585176665,1585176665.083651
4,9,i42CLDR,i42CLDR0146661585136213,1585136213.981296
4,9,i42CLDR,i42CLDR0146661585184405,1585184405.6194422
4,9,i42CLDR,i42CLDR0146661585148866,1585148866.4347932
4,10,j42CLDR,j42CLDR0146661585147565,1585147565.3743804
4,10,j42CLDR,j42CLDR0146661585125326,1585125326.7239819
4,10,j42CLDR,j42CLDR0146661585161951,1585161951.759462
4,10,j42CLDR,j42CLDR0146661585164898,1585164898.7350025
4,10,j42CLDR,j42CLDR0146661585174066,1585174066.5563633
5,1,a42CLDR,a42CLDR0156661585155576,1585155576.0096276
5,2,b42CLDR,b42CLDR0156661585197209,1585197209.9299002
5,3,c42CLDR,c42CLDR0156661585134617,1585134617.909235
5,4,d42CLDR,d42CLDR0156661585153358,1585153358.8980894
5,5,e42CLDR,e42CLDR0156661585187260,1585187260.553442
5,6,f42CLDR,f42CLDR0156661585168573,1585168573.102404
5,7,g42CLDR,g42CLDR0156661585131324,1585131324.8235164
5,8,h42CLDR,h42CLDR0156661585132162,1585132162.563027
5,9,i42CLDR,i42CLDR0156661585118099,1585118099.551945
5,10,j42CLDR,j42CLDR0156661585122030,1585122030.2860663
1,1,a42CLDR,a42CLDR0116661585228355,1585228355.2059903
1,2,b42CLDR,b42CLDR0116661585235619,1585235619.9672647
1,3,c42CLDR,c42CLDR0116661585278894,1585278894.7259333
1,4,d42CLDR,d42CLDR0116661585282035,1585282035.5700815
1,5,e42CLDR,e42CLDR0116661585227795,1585227795.9556444
1,6,f42CLDR,f42CLDR0116661585205360,1585205360.9992917
1,7,g42CLDR,g42CLDR0116661585220387,1585220387.0509841
1,8,h42CLDR,h42CLDR0116661585264848,1585264848.3311205
1,9,i42CLDR,i42CLDR0116661585204810,1585204810.2775116
1,10,j42CLDR,j42CLDR0116661585277920,1585277920.9668822
2,1,a42CLDR,a42CLDR0126661585220892,1585220892.992247
2,1,a42CLDR,a42CLDR0126661585228727,1585228727.3542004
2,2,b42CLDR,b42CLDR0126661585274165,1585274165.399556
2,2,b42CLDR,b42CLDR0126661585218851,1585218851.5631642
2,3,c42CLDR,c42CLDR0126661585222365,1585222365.0632982
2,3,c42CLDR,c42CLDR0126661585241851,1585241851.0130556
2,4,d42CLDR,d42CLDR0126661585200607,1585200607.5325246
2,4,d42CLDR,d42CLDR0126661585228023,1585228023.7888815
2,5,e42CLDR,e42CLDR0126661585218662,1585218662.3590198
2,5,e42CLDR,e42CLDR0126661585237389,1585237389.3228858
2,6,f42CLDR,f42CLDR0126661585261815,1585261815.11634
2,6,f42CLDR,f42CLDR0126661585219660,1585219660.3436148
2,7,g42CLDR,g42CLDR0126661585253181,1585253181.532911
2,7,g42CLDR,g42CLDR0126661585244228,1585244228.238185
2,8,h42CLDR,h42CLDR0126661585259802,1585259802.5915008
2,8,h42CLDR,h42CLDR0126661585217688,1585217688.1266377
2,9,i42CLDR,i42CLDR0126661585239056,1585239056.6989977
2,9,i42CLDR,i42CLDR0126661585219114,1585219114.9499571
2,10,j42CLDR,j42CLDR0126661585284765,1585284765.1702323
2,10,j42CLDR,j42CLDR0126661585245539,1585245539.4772348
3,1,a42CLDR,a42CLDR0136661585245228,1585245228.9115272
3,2,b42CLDR,b42CLDR0136661585270923,1585270923.9375498
3,3,c42CLDR,c42CLDR0136661585257807,1585257807.7693648
3,4,d42CLDR,d42CLDR0136661585229826,1585229826.70126
3,5,e42CLDR,e42CLDR0136661585280377,1585280377.2774103
3,6,f42CLDR,f42CLDR0136661585206083,1585206083.1295817
3,7,g42CLDR,g42CLDR0136661585239404,1585239404.791159
3,8,h42CLDR,h42CLDR0136661585200791,1585200791.903953
3,9,i42CLDR,i42CLDR0136661585219652,1585219652.7656794
3,10,j42CLDR,j42CLDR0136661585202278,1585202278.79844
4,1,a42CLDR,a42CLDR0146661585260163,1585260163.0402663
4,1,a42CLDR,a42CLDR0146661585245435,1585245435.1066148
4,1,a42CLDR,a42CLDR0146661585258046,1585258046.203598
4,1,a42CLDR,a42CLDR0146661585263978,1585263978.3212855
4,1,a42CLDR,a42CLDR0146661585245808,1585245808.6723132
4,2,b42CLDR,b42CLDR0146661585205859,1585205859.6264887
4,2,b42CLDR,b42CLDR0146661585251778,1585251778.998253
4,2,b42CLDR,b42CLDR0146661585279744,1585279744.7993276
4,2,b42CLDR,b42CLDR0146661585276085,1585276085.788418
4,2,b42CLDR,b42CLDR0146661585279473,1585279473.2128584
4,3,c42CLDR,c42CLDR0146661585224047,1585224047.3122878
4,3,c42CLDR,c42CLDR0146661585219802,1585219802.9701064
4,3,c42CLDR,c42CLDR0146661585230008,1585230008.2011461
4,3,c42CLDR,c42CLDR0146661585217858,1585217858.2078846
4,3,c42CLDR,c42CLDR0146661585247701,1585247701.120289
4,4,d42CLDR,d42CLDR0146661585205508,1585205508.0459855
4,4,d42CLDR,d42CLDR0146661585280796,1585280796.3660579
4,4,d42CLDR,d42CLDR0146661585277406,1585277406.80458
4,4,d42CLDR,d42CLDR0146661585199247,1585199247.0096486
4,4,d42CLDR,d42CLDR0146661585260960,1585260960.6957934
4,5,e42CLDR,e42CLDR0146661585205621,1585205621.8801975
4,5,e42CLDR,e42CLDR0146661585200795,1585200795.0338259
4,5,e42CLDR,e42CLDR0146661585248057,1585248057.0785582
4,5,e42CLDR,e42CLDR0146661585276878,1585276878.1295862
4,5,e42CLDR,e42CLDR0146661585261366,1585261366.2482004
4,6,f42CLDR,f42CLDR0146661585206366,1585206366.5159748
4,6,f42CLDR,f42CLDR0146661585218803,1585218803.1377082
4,6,f42CLDR,f42CLDR0146661585277663,1585277663.260728
4,6,f42CLDR,f42CLDR0146661585221389,1585221389.3848696
4,6,f42CLDR,f42CLDR0146661585226523,1585226523.1533763
4,7,g42CLDR,g42CLDR0146661585281179,1585281179.6476998
4,7,g42CLDR,g42CLDR0146661585242566,1585242566.8740807
4,7,g42CLDR,g42CLDR0146661585257713,1585257713.6523721
4,7,g42CLDR,g42CLDR0146661585247227,1585247227.1788197
4,7,g42CLDR,g42CLDR0146661585202498,1585202498.366817
4,8,h42CLDR,h42CLDR0146661585267114,1585267114.8986518
4,8,h42CLDR,h42CLDR0146661585263100,1585263100.421378
4,8,h42CLDR,h42CLDR0146661585260043,1585260043.5375614
4,8,h42CLDR,h42CLDR0146661585239669,1585239669.7037232
4,8,h42CLDR,h42CLDR0146661585233657,1585233657.787728
4,9,i42CLDR,i42CLDR0146661585273947,1585273947.2478752
4,9,i42CLDR,i42CLDR0146661585263378,1585263378.2478938
4,9,i42CLDR,i42CLDR0146661585224716,1585224716.544706
4,9,i42CLDR,i42CLDR0146661585201332,1585201332.6154165
4,9,i42CLDR,i42CLDR0146661585267364,1585267364.5959978
4,10,j42CLDR,j42CLDR0146661585266634,1585266634.7069275
4,10,j42CLDR,j42CLDR0146661585219506,1585219506.183806
4,10,j42CLDR,j42CLDR0146661585219588,1585219588.8308325
4,10,j42CLDR,j42CLDR0146661585217065,1585217065.7100494
4,10,j42CLDR,j42CLDR0146661585247216,1585247216.3044105
5,1,a42CLDR,a42CLDR0156661585215857,1585215857.2253988
5,2,b42CLDR,b42CLDR0156661585243180,1585243180.5301483
5,3,c42CLDR,c42CLDR0156661585276726,1585276726.430293
5,4,d42CLDR,d42CLDR0156661585270865,1585270865.0348766
5,5,e42CLDR,e42CLDR0156661585263441,1585263441.350757
5,6,f42CLDR,f42CLDR0156661585248048,1585248048.3539908
5,7,g42CLDR,g42CLDR0156661585241451,1585241451.0801108
5,8,h42CLDR,h42CLDR0156661585242800,1585242800.488769
5,9,i42CLDR,i42CLDR0156661585253316,1585253316.771112
5,10,j42CLDR,j42CLDR0156661585282479,1585282479.0606244
1,1,a42CLDR,a42CLDR0116661585338556,1585338556.1536925
1,2,b42CLDR,b42CLDR0116661585305292,1585305292.415138
1,3,c42CLDR,c42CLDR0116661585297362,1585297362.477719
1,4,d42CLDR,d42CLDR0116661585298679,1585298679.7408447
1,5,e42CLDR,e42CLDR0116661585289952,1585289952.6316059
1,6,f42CLDR,f42CLDR0116661585348421,1585348421.1427522
1,7,g42CLDR,g42CLDR0116661585298070,1585298070.8003583
1,8,h42CLDR,h42CLDR0116661585300432,1585300432.3855603
1,9,i42CLDR,i42CLDR0116661585327871,1585327871.0050912
1,10,j42CLDR,j42CLDR0116661585348222,1585348222.5480547
2,1,a42CLDR,a42CLDR0126661585355281,1585355281.6396368
2,1,a42CLDR,a42CLDR0126661585362433,1585362433.1889699
2,2,b42CLDR,b42CLDR0126661585311720,1585311720.4088752
2,2,b42CLDR,b42CLDR0126661585323564,1585323564.9799776
2,3,c42CLDR,c42CLDR0126661585340639,1585340639.430615
2,3,c42CLDR,c42CLDR0126661585367969,1585367969.5845258
2,4,d42CLDR,d42CLDR0126661585346503,1585346503.0692842
2,4,d42CLDR,d42CLDR0126661585296336,1585296336.1119304
2,5,e42CLDR,e42CLDR0126661585357510,1585357510.1065238
2,5,e42CLDR,e42CLDR0126661585312647,1585312647.6986232
2,6,f42CLDR,f42CLDR0126661585327903,1585327903.9369369
2,6,f42CLDR,f42CLDR0126661585317097,1585317097.4834905
2,7,g42CLDR,g42CLDR0126661585370465,1585370465.8106892
2,7,g42CLDR,g42CLDR0126661585320686,1585320686.5654318
2,8,h42CLDR,h42CLDR0126661585330752,1585330752.3285956
2,8,h42CLDR,h42CLDR0126661585302902,1585302902.668248
2,9,i42CLDR,i42CLDR0126661585311195,1585311195.9486628
2,9,i42CLDR,i42CLDR0126661585352085,1585352085.798096
2,10,j42CLDR,j42CLDR0126661585350985,1585350985.6294718
2,10,j42CLDR,j42CLDR0126661585300164,1585300164.1959
3,1,a42CLDR,a42CLDR0136661585343177,1585343177.9587524
3,2,b42CLDR,b42CLDR0136661585311890,1585311890.4550061
3,3,c42CLDR,c42CLDR0136661585326204,1585326204.537317
3,4,d42CLDR,d42CLDR0136661585291479,1585291479.9892874
3,5,e42CLDR,e42CLDR0136661585362810,1585362810.787915
3,6,f42CLDR,f42CLDR0136661585289720,1585289720.070052
3,7,g42CLDR,g42CLDR0136661585310194,1585310194.2494452
3,8,h42CLDR,h42CLDR0136661585311876,1585311876.7431452
3,9,i42CLDR,i42CLDR0136661585306768,1585306768.507522
3,10,j42CLDR,j42CLDR0136661585324146,1585324146.9815195
4,1,a42CLDR,a42CLDR0146661585321750,1585321750.1486232
4,1,a42CLDR,a42CLDR0146661585339294,1585339294.518341
4,1,a42CLDR,a42CLDR0146661585359200,1585359200.2820592
4,1,a42CLDR,a42CLDR0146661585338539,1585338539.7322903
4,1,a42CLDR,a42CLDR0146661585346075,1585346075.985361
4,2,b42CLDR,b42CLDR0146661585327723,1585327723.2151518
4,2,b42CLDR,b42CLDR0146661585309745,1585309745.1694727
4,2,b42CLDR,b42CLDR0146661585313249,1585313249.0161865
4,2,b42CLDR,b42CLDR0146661585329342,1585329342.1570215
4,2,b42CLDR,b42CLDR0146661585300624,1585300624.4808662
4,3,c42CLDR,c42CLDR0146661585338300,1585338300.793954
4,3,c42CLDR,c42CLDR0146661585308452,1585308452.18946
4,3,c42CLDR,c42CLDR0146661585336072,1585336072.528248
4,3,c42CLDR,c42CLDR0146661585313053,1585313053.3732836
4,3,c42CLDR,c42CLDR0146661585309946,1585309946.8139727
4,4,d42CLDR,d42CLDR0146661585360773,1585360773.1173854
4,4,d42CLDR,d42CLDR0146661585344475,1585344475.270735
4,4,d42CLDR,d42CLDR0146661585322523,1585322523.7817292
4,4,d42CLDR,d42CLDR0146661585291923,1585291923.3325331
4,4,d42CLDR,d42CLDR0146661585304260,1585304260.4375868
4,5,e42CLDR,e42CLDR0146661585288870,1585288870.0520527
4,5,e42CLDR,e42CLDR0146661585368486,1585368486.1835775
4,5,e42CLDR,e42CLDR0146661585365198,1585365198.8861957
4,5,e42CLDR,e42CLDR0146661585288327,1585288327.0724194
4,5,e42CLDR,e42CLDR0146661585309490,1585309490.9358454
4,6,f42CLDR,f42CLDR0146661585367080,1585367080.4735713
4,6,f42CLDR,f42CLDR0146661585299007,1585299007.81786
4,6,f42CLDR,f42CLDR0146661585331675,1585331675.9743426
4,6,f42CLDR,f42CLDR0146661585286409,1585286409.3887203
4,6,f42CLDR,f42CLDR0146661585303210,1585303210.6858006
4,7,g42CLDR,g42CLDR0146661585336175,1585336175.3571339
4,7,g42CLDR,g42CLDR0146661585307557,1585307557.6651354
4,7,g42CLDR,g42CLDR0146661585358698,1585358698.4645288
4,7,g42CLDR,g42CLDR0146661585303435,1585303435.6095483
4,7,g42CLDR,g42CLDR0146661585285937,1585285937.471433
4,8,h42CLDR,h42CLDR0146661585317954,1585317954.4274924
4,8,h42CLDR,h42CLDR0146661585345341,1585345341.6120515
4,8,h42CLDR,h42CLDR0146661585343596,1585343596.2656496
4,8,h42CLDR,h42CLDR0146661585341746,1585341746.1325922
4,8,h42CLDR,h42CLDR0146661585371105,1585371105.584231
4,9,i42CLDR,i42CLDR0146661585296563,1585296563.1185396
4,9,i42CLDR,i42CLDR0146661585329608,1585329608.3802147
4,9,i42CLDR,i42CLDR0146661585309798,1585309798.7284412
4,9,i42CLDR,i42CLDR0146661585365878,1585365878.7908869
4,9,i42CLDR,i42CLDR0146661585324395,1585324395.1570985
4,10,j42CLDR,j42CLDR0146661585360789,1585360789.9443948
4,10,j42CLDR,j42CLDR0146661585326890,1585326890.696807
4,10,j42CLDR,j42CLDR0146661585292429,1585292429.0990534
4,10,j42CLDR,j42CLDR0146661585352079,1585352079.8548937
4,10,j42CLDR,j42CLDR0146661585355323,1585355323.869041
5,1,a42CLDR,a42CLDR0156661585346090,1585346090.2205837
5,2,b42CLDR,b42CLDR0156661585342211,1585342211.7050033
5,3,c42CLDR,c42CLDR0156661585370840,1585370840.634924
5,4,d42CLDR,d42CLDR0156661585319863,1585319863.8925076
5,5,e42CLDR,e42CLDR0156661585343324,1585343324.1179879
5,6,f42CLDR,f42CLDR0156661585305336,1585305336.8463373
5,7,g42CLDR,g42CLDR0156661585317770,1585317770.8490145
5,8,h42CLDR,h42CLDR0156661585337205,1585337205.1801045
5,9,i42CLDR,i42CLDR0156661585305283,1585305283.0328212
5,10,j42CLDR,j42CLDR0156661585322583,1585322583.2373075
1,1,a42CLDR,a42CLDR0116661585397734,1585397734.151693
1,2,b42CLDR,b42CLDR0116661585439118,1585439118.102023
1,3,c42CLDR,c42CLDR0116661585406991,1585406991.0574307
1,4,d42CLDR,d42CLDR0116661585436665,1585436665.5287154
1,5,e42CLDR,e42CLDR0116661585382175,1585382175.7541065
1,6,f42CLDR,f42CLDR0116661585404999,1585404999.1140242
1,7,g42CLDR,g42CLDR0116661585430976,1585430976.4485002
1,8,h42CLDR,h42CLDR0116661585445865,1585445865.0642545
1,9,i42CLDR,i42CLDR0116661585415136,1585415136.7874372
1,10,j42CLDR,j42CLDR0116661585397843,1585397843.2547932
2,1,a42CLDR,a42CLDR0126661585381847,1585381847.3684978
2,1,a42CLDR,a42CLDR0126661585389760,1585389760.7802205
2,2,b42CLDR,b42CLDR0126661585438132,1585438132.7978928
2,2,b42CLDR,b42CLDR0126661585390232,1585390232.129852
2,3,c42CLDR,c42CLDR0126661585420414,1585420414.4929855
2,3,c42CLDR,c42CLDR0126661585425387,1585425387.0232365
2,4,d42CLDR,d42CLDR0126661585425423,1585425423.4157033
2,4,d42CLDR,d42CLDR0126661585373936,1585373936.7583644
2,5,e42CLDR,e42CLDR0126661585442428,1585442428.306051
2,5,e42CLDR,e42CLDR0126661585445440,1585445440.102084
2,6,f42CLDR,f42CLDR0126661585372218,1585372218.5116785
2,6,f42CLDR,f42CLDR0126661585378093,1585378093.198667
2,7,g42CLDR,g42CLDR0126661585409481,1585409481.9385152
2,7,g42CLDR,g42CLDR0126661585410614,1585410614.2780008
2,8,h42CLDR,h42CLDR0126661585431346,1585431346.6969697
2,8,h42CLDR,h42CLDR0126661585443017,1585443017.76052
2,9,i42CLDR,i42CLDR0126661585433544,1585433544.9427948
2,9,i42CLDR,i42CLDR0126661585374759,1585374759.3253736
2,10,j42CLDR,j42CLDR0126661585455361,1585455361.6322572
2,10,j42CLDR,j42CLDR0126661585379611,1585379611.4900544
3,1,a42CLDR,a42CLDR0136661585386969,1585386969.5832825
3,2,b42CLDR,b42CLDR0136661585384425,1585384425.2383595
3,3,c42CLDR,c42CLDR0136661585413092,1585413092.9989254
3,4,d42CLDR,d42CLDR0136661585454920,1585454920.4748113
3,5,e42CLDR,e42CLDR0136661585434319,1585434319.3665643
3,6,f42CLDR,f42CLDR0136661585428953,1585428953.5329278
3,7,g42CLDR,g42CLDR0136661585432729,1585432729.3107924
3,8,h42CLDR,h42CLDR0136661585421796,1585421796.0828273
3,9,i42CLDR,i42CLDR0136661585451354,1585451354.6619296
3,10,j42CLDR,j42CLDR0136661585375270,1585375270.1458385
4,1,a42CLDR,a42CLDR0146661585417445,1585417445.43644
4,1,a42CLDR,a42CLDR0146661585419232,1585419232.3829966
4,1,a42CLDR,a42CLDR0146661585423952,1585423952.1520197
4,1,a42CLDR,a42CLDR0146661585439732,1585439732.4106078
4,1,a42CLDR,a42CLDR0146661585436693,1585436693.7990222
4,2,b42CLDR,b42CLDR0146661585419795,1585419795.4360201
4,2,b42CLDR,b42CLDR0146661585376416,1585376416.9563065
4,2,b42CLDR,b42CLDR0146661585451440,1585451440.3481357
4,2,b42CLDR,b42CLDR0146661585442391,1585442391.6103945
4,2,b42CLDR,b42CLDR0146661585455669,1585455669.4372668
4,3,c42CLDR,c42CLDR0146661585389961,1585389961.423292
4,3,c42CLDR,c42CLDR0146661585420366,1585420366.577981
4,3,c42CLDR,c42CLDR0146661585396393,1585396393.1642795
4,3,c42CLDR,c42CLDR0146661585411680,1585411680.549588
4,3,c42CLDR,c42CLDR0146661585403945,1585403945.7334588
4,4,d42CLDR,d42CLDR0146661585448540,1585448540.8028946
4,4,d42CLDR,d42CLDR0146661585409970,1585409970.990521
4,4,d42CLDR,d42CLDR0146661585417364,1585417364.0240552
4,4,d42CLDR,d42CLDR0146661585373796,1585373796.9753244
4,4,d42CLDR,d42CLDR0146661585377110,1585377110.050697
4,5,e42CLDR,e42CLDR0146661585453098,1585453098.5601232
4,5,e42CLDR,e42CLDR0146661585398710,1585398710.764777
4,5,e42CLDR,e42CLDR0146661585437163,1585437163.2920616
4,5,e42CLDR,e42CLDR0146661585425880,1585425880.0302234
4,5,e42CLDR,e42CLDR0146661585423573,1585423573.7904835
4,6,f42CLDR,f42CLDR0146661585390757,1585390757.4955533
4,6,f42CLDR,f42CLDR0146661585373470,1585373470.8289127
4,6,f42CLDR,f42CLDR0146661585391079,1585391079.2125103
4,6,f42CLDR,f42CLDR0146661585405675,1585405675.6723804
4,6,f42CLDR,f42CLDR0146661585411811,1585411811.9784205
4,7,g42CLDR,g42CLDR0146661585384304,1585384304.7368033
4,7,g42CLDR,g42CLDR0146661585456104,1585456104.3676982
4,7,g42CLDR,g42CLDR0146661585426924,1585426924.2537014
4,7,g42CLDR,g42CLDR0146661585385440,1585385440.7050743
4,7,g42CLDR,g42CLDR0146661585432674,1585432674.594574
4,8,h42CLDR,h42CLDR0146661585409563,1585409563.7231045
4,8,h42CLDR,h42CLDR0146661585416296,1585416296.3543289
4,8,h42CLDR,h42CLDR0146661585374455,1585374455.5615692
4,8,h42CLDR,h42CLDR0146661585386572,1585386572.1965978
4,8,h42CLDR,h42CLDR0146661585372207,1585372207.8616111
4,9,i42CLDR,i42CLDR0146661585437918,1585437918.6729648
4,9,i42CLDR,i42CLDR0146661585456501,1585456501.159601
4,9,i42CLDR,i42CLDR0146661585379551,1585379551.047677
4,9,i42CLDR,i42CLDR0146661585372192,1585372192.418895
4,9,i42CLDR,i42CLDR0146661585442849,1585442849.4427292
4,10,j42CLDR,j42CLDR0146661585404663,1585404663.8578622
4,10,j42CLDR,j42CLDR0146661585411224,1585411224.9892294
4,10,j42CLDR,j42CLDR0146661585374874,1585374874.2219846
4,10,j42CLDR,j42CLDR0146661585404348,1585404348.1580083
4,10,j42CLDR,j42CLDR0146661585390106,1585390106.8966312
5,1,a42CLDR,a42CLDR0156661585455024,1585455024.0780811
5,2,b42CLDR,b42CLDR0156661585414413,1585414413.6452563
5,3,c42CLDR,c42CLDR0156661585431055,1585431055.8264215
5,4,d42CLDR,d42CLDR0156661585457047,1585457047.8627017
5,5,e42CLDR,e42CLDR0156661585388660,1585388660.973292
5,6,f42CLDR,f42CLDR0156661585434963,1585434963.096647
5,7,g42CLDR,g42CLDR0156661585455815,1585455815.9412456
5,8,h42CLDR,h42CLDR0156661585428465,1585428465.6653478
5,9,i42CLDR,i42CLDR0156661585382628,1585382628.2398832
5,10,j42CLDR,j42CLDR0156661585397447,1585397447.937923
1,1,a42CLDR,a42CLDR0116661585469629,1585469629.213741
1,2,b42CLDR,b42CLDR0116661585484560,1585484560.6595006
1,3,c42CLDR,c42CLDR0116661585510906,1585510906.1788201
1,4,d42CLDR,d42CLDR0116661585532546,1585532546.4953592
1,5,e42CLDR,e42CLDR0116661585487295,1585487295.9037573
1,6,f42CLDR,f42CLDR0116661585477855,1585477855.4300447
1,7,g42CLDR,g42CLDR0116661585509882,1585509882.1386244
1,8,h42CLDR,h42CLDR0116661585533876,1585533876.2890468
1,9,i42CLDR,i42CLDR0116661585532791,1585532791.5096598
1,10,j42CLDR,j42CLDR0116661585536511,1585536511.5427194
2,1,a42CLDR,a42CLDR0126661585475954,1585475954.266816
2,1,a42CLDR,a42CLDR0126661585529746,1585529746.6874738
2,2,b42CLDR,b42CLDR0126661585479798,1585479798.226666
2,2,b42CLDR,b42CLDR0126661585480951,1585480951.1015842
2,3,c42CLDR,c42CLDR0126661585492881,1585492881.5665374
2,3,c42CLDR,c42CLDR0126661585537310,1585537310.0316942
2,4,d42CLDR,d42CLDR0126661585531193,1585531193.9609709
2,4,d42CLDR,d42CLDR0126661585505595,1585505595.5734441
2,5,e42CLDR,e42CLDR0126661585469932,1585469932.3731475
2,5,e42CLDR,e42CLDR0126661585493987,1585493987.044326
2,6,f42CLDR,f42CLDR0126661585510277,1585510277.9792097
2,6,f42CLDR,f42CLDR0126661585537494,1585537494.5479634
2,7,g42CLDR,g42CLDR0126661585495423,1585495423.954737
2,7,g42CLDR,g42CLDR0126661585501060,1585501060.343256
2,8,h42CLDR,h42CLDR0126661585529895,1585529895.233511
2,8,h42CLDR,h42CLDR0126661585462067,1585462067.3258708
2,9,i42CLDR,i42CLDR0126661585539894,1585539894.6322703
2,9,i42CLDR,i42CLDR0126661585501325,1585501325.9612103
2,10,j42CLDR,j42CLDR0126661585468235,1585468235.1758413
2,10,j42CLDR,j42CLDR0126661585516614,1585516614.8720472
3,1,a42CLDR,a42CLDR0136661585497199,1585497199.4921596
3,2,b42CLDR,b42CLDR0136661585524577,1585524577.8743272
3,3,c42CLDR,c42CLDR0136661585504257,1585504257.4743114
3,4,d42CLDR,d42CLDR0136661585502109,1585502109.9164455
